Lead ID,Last Name,Lead Source,Lead Status,Address - City,Age,Gender,Policy Type,Premium Amount,Follow Up Count,Agent Name,Lead Date
LEAD0264,Thomas Singhal,Google Ads,Negotiation,Bhopal,60.0,Female,Senior Citizen,73803.0,3.0,Vikram Joshi,2024-09-16
LEAD0973,Januja Yohannan,Social Media,Closed Lost,Nagpur,41.0,Male,Family Floater,26070.0,0.0,Meena Gupta,2024-12-26
LEAD0577,Raksha Pandya,Direct Agent,Lead,Delhi,34.0,Male,Family Floater,27433.0,4.0,Suresh Pillai,2023-03-17
LEAD0236,Forum Shukla,Website,Closed Lost,Unknown,41.0,Male,Family Floater,24934.0,0.0,Suresh Pillai,2024-12-09
LEAD0176,Azad Singh,Social Media,Negotiation,Unknown,59.0,Male,Senior Citizen,71294.0,3.0,Karan Mehta,2024-08-20
LEAD0719,Anita Wagle,Social Media,Lead,Delhi,57.0,Female,Individual Health,17067.0,2.0,Deepa Iyer,2024-02-01
LEAD0477,Rachita Bhalla,Website,Negotiation,Kolkata,35.0,Male,Group Health,73628.0,5.0,Priya Nair,2023-09-30
LEAD0072,Guneet Chakraborty,Google Ads,Closed Lost,Pune,36.0,Female,Group Health,33721.0,4.0,Vikram Joshi,2024-10-25
LEAD0933,Gabriel Nagy,Google Ads,Closed Won,Hyderabad,43.0,Female,Family Floater,18506.0,2.0,Anjali Singh,2024-09-03
LEAD0090,Gabriel Chandran,Direct Agent,Closed Lost,Pune,69.0,Male,Senior Citizen,54768.0,9.0,Vikram Joshi,2023-08-26
LEAD0118,Ekansh Choudhry,Agent Referral,Contacted,Surat,36.0,Male,Individual Health,12844.0,5.0,Sneha Reddy,2024-09-13
LEAD0322,Darsh Kaur,Unknown,Contacted,Delhi,39.0,Female,Family Floater,29913.0,4.0,Priya Nair,2024-03-02
LEAD0616,Dipta Pai,Direct Agent,Negotiation,Mumbai,71.0,Male,Senior Citizen,60062.0,0.0,Sneha Reddy,2024-09-03
LEAD0948,Vivaan Kapadia,Walk-in,Closed Lost,Jaipur,31.0,Male,Individual Health,13030.0,3.0,Karan Mehta,2023-05-14
LEAD0533,Pratyush Aggarwal,Agent Referral,Contacted,Ahmedabad,36.0,Female,Individual Health,19974.0,3.0,Vikram Joshi,2024-02-04
LEAD0062,Rehaan Bhandari,Social Media,Lead,Mumbai,30.0,Female,Family Floater,26398.0,6.0,Karan Mehta,2024-10-23
LEAD0697,Jasmit Saran,Website,Contacted,Delhi,36.0,Male,Family Floater,19974.0,2.0,Anjali Singh,2023-02-17
LEAD0187,Kabir Kara,Direct Agent,Negotiation,Bhopal,34.0,Female,Individual Health,10662.0,2.0,Deepa Iyer,2023-12-10
LEAD0419,Saanvi Ray,Unknown,Closed Lost,Bengaluru,60.0,Male,Critical Illness,25466.0,2.0,Meena Gupta,2023-10-11
LEAD0402,Yutika Swamy,Direct Agent,Negotiation,Chennai,18.0,Female,Family Floater,21250.0,5.0,Priya Nair,2023-06-11
LEAD0233,Wakeeta Palla,Website,Negotiation,Jaipur,58.0,Male,Family Floater,34908.0,5.0,Amit Verma,2024-02-07
LEAD0482,Vamakshi Parmer,Walk-in,Lead,Hyderabad,43.0,Female,Family Floater,19974.0,1.0,Rajesh Sharma,2023-07-25
LEAD0073,Indali Mani,Direct Agent,Quote Sent,Delhi,69.0,Male,Senior Citizen,64376.0,4.0,Amit Verma,2023-05-08
LEAD0452,Aadhya Yohannan,Website,Contacted,Surat,31.0,Female,Individual Health,6647.0,2.0,Amit Verma,2024-01-05
LEAD0271,Ekansh Samra,Direct Agent,Closed Won,Pune,29.0,Male,Individual Health,14344.0,3.0,Priya Nair,2023-06-09
LEAD0112,Rushil Chand,Walk-in,Negotiation,Delhi,27.0,Male,Individual Health,10894.0,4.0,Rajesh Sharma,2023-04-09
LEAD0510,Yatan Khosla,Walk-in,Contacted,Pune,24.0,Female,Family Floater,25142.0,6.0,Karan Mehta,2024-05-24
LEAD0566,Nihal Dubey,Website,Lead,Ahmedabad,41.0,Male,Critical Illness,8470.0,4.0,Karan Mehta,2023-05-14
LEAD0819,Kavya Pau,Direct Agent,Closed Lost,Mumbai,31.0,Male,Individual Health,12583.0,1.0,Sneha Reddy,2024-12-16
LEAD0227,Mitesh Majumdar,Direct Agent,Quote Sent,Mumbai,46.0,Male,Family Floater,19974.0,4.0,Rajesh Sharma,2023-07-11
LEAD0330,Urmi Chadha,Other,Negotiation,Mumbai,32.0,Female,Group Health,58422.0,3.0,Vikram Joshi,2024-08-31
LEAD0595,Raksha Munshi,Website,Contacted,Kolkata,29.0,Female,Family Floater,17098.0,3.0,Suresh Pillai,2023-11-10
LEAD0935,Amol Bajwa,Unknown,Negotiation,Mumbai,38.0,Female,Family Floater,19974.0,0.0,Rajesh Sharma,2024-04-06
LEAD0196,Gaurav Batra,Agent Referral,Closed Won,Mumbai,45.0,Male,Family Floater,26858.0,2.0,Vikram Joshi,2023-02-26
LEAD0337,Reva Mani,Google Ads,Quote Sent,Mumbai,37.0,Male,Family Floater,19974.0,1.0,Suresh Pillai,2023-06-04
LEAD0479,Jhalak Wagle,Social Media,Contacted,Nagpur,30.0,Male,Family Floater,17986.0,4.0,Suresh Pillai,2023-08-28
LEAD0760,Tarak Naidu,Website,Closed Lost,Hyderabad,48.0,Male,Group Health,73440.0,2.0,Rajesh Sharma,2024-09-22
LEAD0029,Pooja Sagar,Walk-in,Closed Won,Kolkata,58.0,Female,Individual Health,19974.0,0.0,Priya Nair,2023-04-20
LEAD0570,Faraj Nanda,Agent Referral,Lead,Patna,45.0,Male,Individual Health,5630.0,0.0,Deepa Iyer,2023-06-11
LEAD0889,Krish Guha,Email Campaign,Contacted,Ahmedabad,32.0,Male,Group Health,47031.0,3.0,Karan Mehta,2024-12-05
LEAD0475,Forum Krish,Agent Referral,Negotiation,Pune,40.0,Female,Family Floater,13821.0,4.0,Priya Nair,2023-12-11
LEAD0138,Logan Doshi,Social Media,Negotiation,Surat,69.0,Male,Family Floater,45336.0,7.0,Priya Nair,2023-07-24
LEAD0539,Pavani Bumb,Google Ads,Contacted,Lucknow,33.0,Male,Family Floater,26747.0,0.0,Vikram Joshi,2024-07-19
LEAD0744,Hema Sarkar,Email Campaign,Lead,Coimbatore,50.0,Female,Individual Health,13966.0,2.0,Meena Gupta,2023-02-25
LEAD0921,Urvashi Bava,Direct Agent,Contacted,Surat,38.0,Male,Critical Illness,10418.0,4.0,Suresh Pillai,2024-05-25
LEAD0394,Priya Sahota,Agent Referral,Closed Won,Kolkata,33.0,Male,Family Floater,26684.0,2.0,Suresh Pillai,2023-05-24
LEAD0383,Banjeet Sehgal,Google Ads,Closed Won,Delhi,46.0,F,Critical Illness,13721.0,4.0,Anjali Singh,2024-03-21
LEAD0978,Vrishti Singh,Website,Lead,Pune,48.0,Male,Family Floater,135846.146288811,5.0,Deepa Iyer,2024-10-23
LEAD0975,Qadim Prakash,Direct Agent,Closed Won,Delhi,43.0,Male,Critical Illness,10914.0,5.0,Priya Nair,2023-04-20
LEAD0680,Pooja Pillay,Agent Referral,Closed Won,Hyderabad,44.0,Male,Family Floater,34165.0,5.0,Vikram Joshi,2024-04-19
LEAD0757,Kala Dass,Email Campaign,Closed Won,Delhi,44.0,Male,Individual Health,7657.0,1.0,Priya Nair,2023-09-26
LEAD0709,Omisha Kunda,Google Ads,Negotiation,Hyderabad,26.0,Male,Family Floater,26704.0,3.0,Deepa Iyer,2023-05-08
LEAD0329,Yagnesh Rattan,Unknown,Negotiation,Jaipur,53.0,Female,Critical Illness,24958.0,4.0,Sneha Reddy,2023-08-12
LEAD0013,Quincy Puri,Social Media,Lead,Delhi,44.0,Female,Family Floater,29728.0,3.0,Vikram Joshi,2023-01-01
LEAD0586,Indrajit Bobal,Google Ads,Quote Sent,Surat,35.0,Male,Family Floater,14212.0,2.0,Priya Nair,2024-12-02
LEAD0905,Aarush Dhillon,Agent Referral,Closed Lost,Unknown,37.0,Male,Family Floater,21102.0,0.0,Suresh Pillai,2023-03-03
LEAD0207,Ishaan Mittal,Direct Agent,Negotiation,Bengaluru,42.0,Male,Critical Illness,21522.0,0.0,Sneha Reddy,2023-03-01
LEAD0104,Advay Gopal,Other,Closed Lost,Bengaluru,61.0,Male,Senior Citizen,58083.0,5.0,Anjali Singh,2024-07-21
LEAD0463,Hema Raman,Website,Closed Won,Coimbatore,32.0,Female,Family Floater,19974.0,6.0,Anjali Singh,2023-09-30
LEAD0310,Charvi Sandal,Agent Referral,Closed Won,Bengaluru,58.0,Female,Family Floater,32395.0,4.0,Sneha Reddy,2023-02-25
LEAD0495,Mitali Malhotra,Social Media,Negotiation,Nagpur,37.0,Female,Family Floater,26289.0,2.0,Vikram Joshi,2024-07-03
LEAD0223,Gunbir Madan,Google Ads,Closed Lost,Indore,34.0,Female,Family Floater,14131.0,2.0,Karan Mehta,2024-12-06
LEAD0154,Ishita Borah,Direct Agent,Lead,Hyderabad,28.0,Female,Family Floater,22738.0,3.0,Deepa Iyer,2024-01-15
LEAD0181,Vedika Keer,Social Media,Closed Lost,Coimbatore,21.0,Male,Individual Health,11501.0,1.0,Deepa Iyer,2024-01-24
LEAD0640,Jagat Sama,Email Campaign,Quote Sent,Mumbai,35.0,Female,Individual Health,13372.0,2.0,Rajesh Sharma,2024-06-27
LEAD0183,Warinder Batta,Google Ads,Quote Sent,Coimbatore,42.0,Male,Individual Health,6421.0,5.0,Vikram Joshi,2023-09-06
LEAD0872,Hema Yohannan,Agent Referral,Contacted,Bengaluru,23.0,Female,Family Floater,29271.0,5.0,Karan Mehta,2023-09-27
LEAD0332,Lila Handa,Agent Referral,Negotiation,Bengaluru,45.0,Male,Critical Illness,11829.0,6.0,Sneha Reddy,2023-11-24
LEAD0464,Abeer Kulkarni,Walk-in,Contacted,Bengaluru,55.0,Male,Group Health,58134.0,3.0,Karan Mehta,2024-06-28
LEAD0142,Lopa Narayan,Email Campaign,Closed Won,Chennai,55.0,Female,Senior Citizen,39283.0,4.0,Deepa Iyer,2023-03-23
LEAD0650,Sanya Lalla,Agent Referral,Lead,Coimbatore,33.0,Female,Individual Health,10166.0,2.0,Amit Verma,2024-02-23
LEAD0767,Pranit Bawa,Agent Referral,Quote Sent,Kolkata,32.0,female,Individual Health,19974.0,1.0,Rajesh Sharma,2024-01-04
LEAD0537,Janaki Swaminathan,Website,Closed Won,Delhi,35.0,Male,Critical Illness,11749.0,4.0,Sneha Reddy,2023-10-23
LEAD0759,Ishani Basak,Other,Contacted,Unknown,30.0,Female,Critical Illness,11056.0,3.0,Rajesh Sharma,2023-05-28
LEAD0699,Ranveer Choudhary,Website,Closed Lost,Kolkata,18.0,Male,Individual Health,7794.0,0.0,Priya Nair,2024-01-06
LEAD0317,Yoshita Vig,Walk-in,Quote Sent,Bengaluru,45.0,Female,Critical Illness,18686.0,2.0,Amit Verma,2024-02-11
LEAD0416,Ubika Varkey,Website,Closed Lost,Jaipur,52.0,Male,Group Health,19974.0,3.0,Deepa Iyer,2024-03-25
LEAD0211,Lipika Chander,Direct Agent,Quote Sent,Bengaluru,41.0,Male,Family Floater,27074.0,0.0,Amit Verma,2024-01-04
LEAD0516,Nikita Sunder,Direct Agent,Closed Won,Bengaluru,41.0,Female,Family Floater,19974.0,4.0,Deepa Iyer,2023-07-11
LEAD0143,Guneet Mohanty,Website,Quote Sent,Pune,68.0,Female,Senior Citizen,68645.0,3.0,Rajesh Sharma,2023-09-02
LEAD0003,Aryan Krishna,Agent Referral,Closed Won,Surat,32.0,Female,Family Floater,19974.0,2.0,Priya Nair,2023-12-11
LEAD0363,Eta Sharma,Agent Referral,Closed Lost,Jaipur,35.0,Female,Family Floater,19064.0,3.0,Meena Gupta,2024-02-07
LEAD0005,Jacob Deol,Website,Quote Sent,Indore,57.0,Female,Senior Citizen,60966.0,0.0,Priya Nair,2023-10-24
LEAD0045,Karan Khatri,Social Media,Closed Lost,Surat,21.0,Male,Individual Health,12220.0,11.0,Priya Nair,2024-12-13
LEAD0940,Kalpit Bath,Email Campaign,Negotiation,Mumbai,30.0,Male,Individual Health,14133.0,5.0,Meena Gupta,2023-04-17
LEAD0282,Zilmil Dass,Other,Negotiation,Mumbai,68.0,Male,Senior Citizen,69097.0,5.0,Suresh Pillai,2024-06-16
LEAD0672,Jonathan Balakrishnan,Email Campaign,Closed Lost,Indore,30.0,Male,Individual Health,19974.0,2.0,Suresh Pillai,2023-07-04
LEAD0203,Girindra Dua,Website,Closed Lost,Mumbai,69.0,Male,Senior Citizen,55702.0,5.0,Karan Mehta,2024-02-16
LEAD0303,Urishilla Ravel,Other,Closed Won,Hyderabad,21.0,Female,Group Health,35368.0,5.0,Deepa Iyer,2024-09-18
LEAD0556,Tanay Nair,Social Media,Quote Sent,Unknown,60.0,Male,Senior Citizen,33046.0,6.0,Anjali Singh,2023-09-21
LEAD0366,Jyoti Nagarajan,Agent Referral,Negotiation,Surat,54.0,Female,Family Floater,28344.0,7.0,Suresh Pillai,2024-05-31
LEAD0359,Turvi Deo,Agent Referral,Closed Won,Hyderabad,30.0,Male,Family Floater,19974.0,2.0,Anjali Singh,2024-09-25
LEAD0543,Raghav Chaudhari,Website,Negotiation,Patna,41.0,Male,Individual Health,10415.0,1.0,Meena Gupta,2023-10-29
LEAD0513,Ranbir Vyas,Direct Agent,Quote Sent,Bengaluru,59.0,Male,Family Floater,19974.0,4.0,Anjali Singh,2023-07-18
LEAD0372,Chatresh Lal,Social Media,Closed Lost,Mumbai,41.0,Female,Individual Health,25110.0,7.0,Karan Mehta,2023-08-18
LEAD0684,Falan Boase,Website,Closed Lost,Mumbai,69.0,Female,Senior Citizen,53889.0,1.0,Karan Mehta,2024-11-17
LEAD0582,Kashish Sathe,Other,Closed Lost,Mumbai,46.0,Female,Individual Health,15847.0,5.0,Karan Mehta,2023-02-04
LEAD0379,Upkaar Pradhan,Direct Agent,Closed Lost,Delhi,41.0,Male,Family Floater,38556.0,8.0,Karan Mehta,2024-06-27
LEAD0232,Dhruv Atwal,Email Campaign,Closed Lost,Chennai,61.0,Male,Senior Citizen,72292.0,3.0,Amit Verma,2024-09-09
LEAD0238,Dominic Parsa,Direct Agent,Negotiation,Ahmedabad,58.0,Other,Senior Citizen,47536.0,3.0,Sneha Reddy,2023-01-11
LEAD0933,Gabriel Nagy,Google Ads,Closed Won,Hyderabad,43.0,Female,Family Floater,18506.0,2.0,Anjali Singh,2024-09-03
LEAD0172,Ranbir Swaminathan,Agent Referral,Contacted,Ahmedabad,18.0,Other,Group Health,56178.0,2.0,Anjali Singh,2023-12-14
LEAD0274,Chakradhar Varughese,Direct Agent,Lead,Bengaluru,55.0,Female,Senior Citizen,48261.0,0.0,Karan Mehta,2023-05-01
LEAD0674,Liam Jayaraman,Direct Agent,Contacted,Mumbai,43.0,Male,Individual Health,14104.0,6.0,Rajesh Sharma,2024-01-18
LEAD0548,Garima Shan,Agent Referral,Closed Won,Jaipur,41.0,Female,Family Floater,14220.0,6.0,Rajesh Sharma,2023-09-28
LEAD0909,Hardik Dasgupta,Social Media,Quote Sent,Hyderabad,26.0,Female,Family Floater,27407.0,8.0,Vikram Joshi,2023-11-03
LEAD0195,Rehaan Ganesan,Agent Referral,Closed Won,Kolkata,33.0,Male,Family Floater,19974.0,6.0,Vikram Joshi,2023-06-03
LEAD0711,Sarthak Ahluwalia,Social Media,Closed Lost,Bengaluru,62.0,Male,Senior Citizen,36598.0,4.0,Karan Mehta,2024-06-16
LEAD0103,Osha Bhatti,Unknown,Closed Lost,Bengaluru,38.0,Male,Group Health,63030.0,1.0,Rajesh Sharma,2023-08-06
LEAD0764,Benjamin Shetty,Email Campaign,Negotiation,Delhi,58.0,Male,Family Floater,31072.0,1.0,Suresh Pillai,2024-08-08
LEAD0503,Baljiwan Divan,Agent Referral,Quote Sent,Surat,22.0,Male,Family Floater,22833.0,3.0,Anjali Singh,2024-09-14
LEAD0210,Anusha Borde,Agent Referral,Quote Sent,Coimbatore,18.0,Male,Group Health,33286.0,4.0,Rajesh Sharma,2024-05-05
LEAD0922,Upasna Deshpande,Website,Closed Lost,Mumbai,41.0,Male,Family Floater,20452.0,2.0,Karan Mehta,2024-04-16
LEAD0661,Janani Murthy,Email Campaign,Contacted,Bengaluru,39.0,Male,Individual Health,19974.0,1.0,Deepa Iyer,2023-06-02
LEAD0163,Robert Mishra,Website,Negotiation,Kolkata,41.0,Male,Individual Health,14607.0,2.0,Priya Nair,2024-11-05
LEAD0671,Harshil Natt,Direct Agent,Quote Sent,Mumbai,56.0,Male,Senior Citizen,71852.0,5.0,Meena Gupta,2024-05-21
LEAD0492,Vincent Bhavsar,Direct Agent,Quote Sent,Ahmedabad,41.0,FEMALE,Senior Citizen,61516.0,0.0,Vikram Joshi,2024-09-11
LEAD0660,Lekha Pandya,Website,Lead,Indore,44.0,Male,Individual Health,16266.0,2.0,Vikram Joshi,2024-09-18
LEAD0088,Qadim Loke,Walk-in,Quote Sent,Pune,59.0,Male,Group Health,120766.0,4.0,Sneha Reddy,2023-04-11
LEAD0733,Kavya Nanda,Agent Referral,Closed Won,Pune,55.0,Male,Senior Citizen,22793.0,8.0,Rajesh Sharma,2024-05-02
LEAD0598,Azaan Bhavsar,Unknown,Closed Won,Ahmedabad,35.0,Female,Individual Health,10611.0,5.0,Meena Gupta,2024-06-30
LEAD0663,Banjeet Gaba,Website,Quote Sent,Bengaluru,18.0,Female,Individual Health,14528.0,6.0,Deepa Iyer,2023-10-17
LEAD0398,Atharv Ramachandran,Unknown,Lead,Ahmedabad,70.0,Female,Senior Citizen,46078.0,2.0,Amit Verma,2023-08-13
LEAD0527,Nimrat Chanda,Direct Agent,Closed Won,Bengaluru,56.0,Female,Individual Health,19862.0,1.0,Amit Verma,2023-11-29
LEAD0191,Aahana Subramaniam,Walk-in,Lead,Surat,39.0,Male,Individual Health,11176.0,3.0,Rajesh Sharma,2024-10-31
LEAD0179,Janaki Munshi,Agent Referral,Closed Won,Bengaluru,47.0,Male,Critical Illness,20735.0,1.0,Amit Verma,2024-11-28
LEAD0393,Vamakshi Nayak,Google Ads,Quote Sent,Lucknow,55.0,Male,Family Floater,31171.0,7.0,Amit Verma,2024-11-26
LEAD0644,Ikbal Dada,Google Ads,Closed Lost,Delhi,47.0,Male,Individual Health,18454.0,0.0,Amit Verma,2023-03-07
LEAD0554,Alka Kalita,Walk-in,Closed Won,Indore,32.0,Female,Family Floater,15280.0,5.0,Rajesh Sharma,2024-09-11
LEAD0902,Udyati Taneja,Agent Referral,Closed Won,Chennai,51.0,Female,Family Floater,28424.0,2.0,Amit Verma,2023-04-03
LEAD0686,Siya Magar,Website,Contacted,Chennai,66.0,Female,Senior Citizen,74350.0,3.0,Karan Mehta,2023-11-07
LEAD0512,Anya Kale,Google Ads,Closed Lost,Kolkata,23.0,Male,Individual Health,9330.0,5.0,Amit Verma,2023-03-11
LEAD0685,Sudiksha Sachdev,Other,Closed Won,Mumbai,57.0,Male,Individual Health,9151.0,3.0,Sneha Reddy,2023-01-19
LEAD0440,Tristan Natarajan,Unknown,Closed Lost,Surat,48.0,Male,Individual Health,19753.0,6.0,Priya Nair,2023-02-05
LEAD0472,Yadavi Goda,Google Ads,Closed Won,Patna,38.0,Male,Critical Illness,20502.0,3.0,Deepa Iyer,2023-02-08
LEAD0399,Gayathri Vasa,Direct Agent,Closed Won,Patna,34.0,Male,Family Floater,21940.0,5.0,Rajesh Sharma,2024-10-26
LEAD0579,Tarak Sura,Direct Agent,Negotiation,Kolkata,30.0,Male,Individual Health,9313.0,3.0,Sneha Reddy,2023-12-18
LEAD0485,Ati Merchant,Agent Referral,Quote Sent,Patna,41.0,Male,Individual Health,9191.0,3.0,Amit Verma,2024-02-07
LEAD0943,Nandini Raju,Direct Agent,Quote Sent,Bhopal,39.0,Male,Critical Illness,7647.0,4.0,Sneha Reddy,2023-09-05
LEAD0727,Ethan Gera,Walk-in,Negotiation,Pune,27.0,Male,Individual Health,9733.0,1.0,Vikram Joshi,2023-04-14
LEAD0044,Mason Iyengar,Google Ads,Negotiation,Unknown,61.0,Male,Senior Citizen,68966.0,6.0,Suresh Pillai,2024-08-12
LEAD0262,Omya Gill,Agent Referral,Closed Won,Delhi,19.0,Male,Family Floater,28738.0,1.0,Sneha Reddy,2023-01-09
LEAD0626,Sneha Sinha,Website,Negotiation,Hyderabad,18.0,Male,Individual Health,10184.0,4.0,Meena Gupta,2023-03-08
LEAD0430,Lila Rajan,Website,Closed Lost,Hyderabad,60.0,Male,Senior Citizen,48744.0,6.0,Sneha Reddy,2024-04-06
LEAD0229,Raksha Sem,Walk-in,Closed Won,Patna,25.0,Male,Group Health,35024.0,5.0,Priya Nair,2024-01-25
LEAD0006,Karan More,Direct Agent,Closed Won,Delhi,60.0,Female,Senior Citizen,87918.0,1.0,Deepa Iyer,2023-03-15
LEAD0966,Radha Din,Website,Negotiation,Hyderabad,41.0,Female,Individual Health,12640.0,4.0,Sneha Reddy,2024-12-14
LEAD0799,Lakshit Chadha,Direct Agent,Closed Won,Surat,65.0,Male,Individual Health,30174.0,7.0,Suresh Pillai,2023-09-12
LEAD0319,Yauvani Yadav,Social Media,Negotiation,Mumbai,55.0,Male,Senior Citizen,38608.0,4.0,Suresh Pillai,2024-02-25
LEAD0877,Hritik Mohanty,Website,Closed Lost,Pune,51.0,Male,Individual Health,9571.0,6.0,Amit Verma,2023-04-25
LEAD0313,Chaaya Bail,Email Campaign,Closed Lost,Bengaluru,35.0,Male,Family Floater,19974.0,2.0,Karan Mehta,2023-04-10
LEAD0076,Samar Nadkarni,Website,Quote Sent,Pune,31.0,Female,Individual Health,7481.0,3.0,Amit Verma,2024-11-17
LEAD0174,Vamakshi Mittal,Other,Closed Lost,Delhi,72.0,Female,Senior Citizen,87897.0,2.0,Amit Verma,2024-06-05
LEAD0821,Pooja Palan,Other,Negotiation,Delhi,18.0,Male,Group Health,24881.0,5.0,Rajesh Sharma,2024-01-04
LEAD0052,Oliver Pingle,Walk-in,Contacted,Kolkata,45.0,Other,Family Floater,15459.0,2.0,Rajesh Sharma,2024-03-14
LEAD0776,Harrison Raj,Agent Referral,Lead,Chennai,39.0,Female,Individual Health,9692.0,5.0,Amit Verma,2023-08-27
LEAD0899,Patrick Mody,Direct Agent,Contacted,Coimbatore,41.0,Male,Family Floater,111493.060893683,4.0,Suresh Pillai,2023-03-28
LEAD0221,Urmi Kakar,Walk-in,Lead,Delhi,66.0,Female,Senior Citizen,65260.0,2.0,Amit Verma,2023-03-18
LEAD0509,Henry Sahota,Website,Contacted,Unknown,24.0,Female,Individual Health,8694.0,1.0,Deepa Iyer,2024-12-24
LEAD0569,Hemangini Yohannan,Agent Referral,Negotiation,Delhi,26.0,Female,Individual Health,8753.0,4.0,Amit Verma,2024-03-01
LEAD0388,Rayaan Parekh,Social Media,Closed Won,Patna,72.0,Female,Senior Citizen,19974.0,6.0,Meena Gupta,2024-07-20
LEAD0094,Yashodhara Chana,Direct Agent,Negotiation,Delhi,58.0,Male,Senior Citizen,30075.0,0.0,Deepa Iyer,2023-05-21
LEAD0149,Kamala Rout,Unknown,Closed Lost,Lucknow,68.0,Male,Individual Health,24391.0,2.0,Amit Verma,2024-02-14
LEAD0483,Avni Mane,Direct Agent,Closed Won,Mumbai,27.0,Female,Individual Health,5680.0,0.0,Deepa Iyer,2023-04-21
LEAD0832,Kevin Tailor,Website,Quote Sent,Jaipur,32.0,Other,Critical Illness,9629.0,7.0,Karan Mehta,2024-01-21
LEAD0250,Ishani Kant,Direct Agent,Negotiation,Mumbai,25.0,Male,Individual Health,14105.0,5.0,Vikram Joshi,2024-05-22
LEAD0341,Raagini Bhavsar,Email Campaign,Closed Won,Delhi,51.0,female,Individual Health,19974.0,3.0,Vikram Joshi,2023-11-10
LEAD0613,Dayamai Sethi,Email Campaign,Closed Won,Kolkata,35.0,Female,Critical Illness,18686.0,1.0,Amit Verma,2024-12-02
LEAD0201,Gabriel Saini,Google Ads,Contacted,Bengaluru,33.0,Male,Family Floater,26280.0,5.0,Anjali Singh,2023-09-11
LEAD0092,Vedika Mander,Email Campaign,Closed Lost,Unknown,44.0,Male,Individual Health,16932.0,8.0,Amit Verma,2023-10-30
LEAD0541,Tristan Iyengar,Google Ads,Quote Sent,Chennai,36.0,Male,Individual Health,12799.0,3.0,Meena Gupta,2023-10-14
LEAD0443,Geetika Brahmbhatt,Agent Referral,Closed Won,Hyderabad,35.0,Male,Individual Health,11284.0,3.0,Karan Mehta,2023-05-20
LEAD0962,Elijah Tella,Walk-in,Closed Lost,Jaipur,56.0,male,Critical Illness,35708.0,4.0,Vikram Joshi,2024-10-23
LEAD0281,Lohit Raman,Direct Agent,Closed Won,Mumbai,58.0,Female,Senior Citizen,50785.0,5.0,Karan Mehta,2023-11-11
LEAD0411,Varsha Pandit,Google Ads,Quote Sent,Ahmedabad,18.0,Male,Individual Health,12673.0,2.0,Priya Nair,2024-10-29
LEAD0608,Yochana Thaker,Agent Referral,Contacted,Chennai,53.0,Female,Individual Health,15628.0,5.0,Meena Gupta,2024-10-13
LEAD0599,Anamika Chand,Social Media,Quote Sent,Coimbatore,54.0,Male,Group Health,62880.0,2.0,Priya Nair,2024-07-13
LEAD0906,Fiyaz Rajagopal,Website,Closed Won,Delhi,41.0,Female,Critical Illness,15467.0,6.0,Meena Gupta,2024-03-07
LEAD0336,Kai Palan,Direct Agent,Quote Sent,Bengaluru,68.0,Female,Individual Health,23670.0,5.0,Sneha Reddy,2024-10-11
LEAD0851,Kalpit Thakkar,Unknown,Lead,Ahmedabad,23.0,Female,Individual Health,9224.0,0.0,Amit Verma,2024-03-20
LEAD0604,Upkaar Khare,Direct Agent,Negotiation,Mumbai,31.0,Male,Individual Health,17387.0,4.0,Vikram Joshi,2023-08-09
LEAD0903,Samesh Bandi,Website,Quote Sent,Bengaluru,59.0,Male,Senior Citizen,52668.0,3.0,Anjali Singh,2023-12-08
LEAD0507,Aarini Dixit,Social Media,Closed Won,Mumbai,42.0,Male,Individual Health,13516.0,0.0,Anjali Singh,2024-03-13
LEAD0735,Matthew Kapoor,Google Ads,Closed Lost,Ahmedabad,32.0,Female,Family Floater,23192.0,3.0,Anjali Singh,2024-01-02
LEAD0849,Sai Narula,Google Ads,Closed Lost,Delhi,33.0,Male,Individual Health,12554.0,5.0,Amit Verma,2023-06-17
LEAD0093,Isaac Sandal,Website,Closed Lost,Bengaluru,70.0,Female,Senior Citizen,61771.0,2.0,Rajesh Sharma,2024-09-12
LEAD0725,Qushi Gole,Agent Referral,Closed Won,Bengaluru,41.0,Female,Individual Health,19974.0,3.0,Priya Nair,2023-05-04
LEAD0721,Nilima Dyal,Website,Contacted,Coimbatore,71.0,Male,Senior Citizen,25261.0,8.0,Vikram Joshi,2024-05-02
LEAD0842,Tristan Dyal,Website,Closed Lost,Delhi,53.0,Female,Family Floater,24593.0,0.0,Vikram Joshi,2023-04-12
LEAD0891,Rehaan Yohannan,Direct Agent,Negotiation,Jaipur,52.0,Male,Critical Illness,15927.0,2.0,Priya Nair,2023-07-09
LEAD0576,Yashvi Bobal,Agent Referral,Contacted,Kolkata,49.0,Male,Individual Health,11888.0,1.0,Vikram Joshi,2024-03-05
LEAD0574,George Nigam,Social Media,Contacted,Delhi,60.0,Male,Senior Citizen,26745.0,4.0,Sneha Reddy,2023-06-30
LEAD0279,Hredhaan Tak,Website,Quote Sent,Bengaluru,31.0,Female,Individual Health,16202.0,2.0,Vikram Joshi,2023-11-08
LEAD0280,Mekhala Ben,Social Media,Negotiation,Unknown,55.0,Female,Senior Citizen,48190.0,2.0,Anjali Singh,2023-06-04
LEAD0338,Ekalinga Sane,Other,Quote Sent,Bhopal,41.0,Other,Individual Health,15103.0,6.0,Priya Nair,2023-03-24
